year,branch_code,visits,registrations,circulation,sessions
2017,GE,104259,735,177571,24038
2017,GHP,175028,856,226852,39670
2017,GW,62890,348,114626,11088
2017,HB,46188,655,167341,8038
2017,HC,60785,757,155735,19175
2017,HIL,116053,938,309418,27575
2017,HP,203854,1285,317578,41913
2017,HS,24575,289,36120,7225
2017,HW,120153,565,62989,16050
2017,JD,163511,1359,295469,63875
2017,JO,81100,674,167736,21488
2017,JS,87221,1121,85026,39475
2017,KE,92895,1547,155073,39175
2017,LB,50700,579,128538,19427
2017,LE,157550,1274,348572,25313
2017,LO,215365,1849,352148,46140
2017,LS,319555,3198,352547,111803
2017,MA,120433,999,248530,32700
2017,MAL,331665,2516,334069,158550
2017,MAS,234462,1599,211188,121564
2017,MCG,127230,1368,176865,36807
2017,MD,88386,821,108609,53466
2017,ME,13069,NA,14,NA
2017,MI,92721,954,178966,24663
2017,MP,59793,589,155354,5738
2017,MRV,157983,1158,187741,33900
2017,MS,100674,1059,161130,39488
2017,ND,391543,3384,456927,120673
2017,NE,34143,457,76862,10788
2017,NT,59211,597,125383,23478
2017,OS,16250,NA,29,NA
2017,OV,94240,613,117577,33188
2017,PA,233308,1645,386965,59407
2017,PE,53451,376,92619,8425
2017,PK,337974,2129,357701,122844
2017,PL,227666,1680,203705,66423
2017,PM,112115,816,194152,23100
2017,PU,86237,849,203226,12475
2017,PV,79549,569,190453,17593
2017,QS,71094,566,113269,10863
2017,RD,194268,914,238778,71813
2017,RI,252083,2833,539487,82853
2017,RN,151817,1296,281048,38557
2017,RX,50646,427,79110,17963
2017,SA,228745,1247,193422,66513
2017,SB,20808,133,38302,463
2017,SC,193914,2449,179314,63474
2017,SI,24915,287,50583,9487
2017,SJ,169242,1659,223251,58200
2017,SL,118778,1769,215415,23888
2017,SP,85114,743,176028,13775
2017,ST,156659,897,238620,31163
2017,SW,38627,203,68141,5525
2017,SWS,262097,1339,407819,119109
2017,TA,35466,343,94731,13329
2017,TH,197227,1599,168175,71175
2017,TOD,28939,209,51952,4375
2017,TRL,1604864,13511,404937,867212
2017,VV,43446,471,99426,12050
2017,WE,92943,1067,128443,37813
2017,WP,58297,506,67938,23938
2017,WS,402862,2046,340490,97263
2017,WY,133540,1101,232975,36463
2017,YO,152520,1215,286724,29238
2017,YW,200531,2952,199765,157821
2018,AB,327977,7788,328536,111939
2018,ACD,340522,1789,303855,82784
2018,AD,100886,733,155864,12162
2018,AG,368837,3658,623148,112149
2018,AH,73829,859,214013,9753
2018,AN,102239,1349,201476,21239
2018,AP,51242,1045,85101,13010
2018,BB,73308,1233,156836,16333
2018,BC,98278,1688,86179,24989
2018,BD,51489,1055,122497,14323
2018,BE,207052,1810,289818,31292
2018,BF,246900,2884,503402,76409
2018,BKONE,13516,137,34532,NA
2018,BL,369395,3787,369252,128177
2018,BR,257933,2483,418716,57702
2018,BRW,434621,2908,419149,51202
2018,BUR,81913,1056,123742,16232
2018,CC,65876,963,137460,14475
2018,CE,157112,2296,297665,26974
2018,CED,355089,4913,394326,133544
2018,CH,197005,3182,273173,50205
2018,CL,830485,12469,764881,121507
2018,CS,101932,1203,182356,21914
2018,DA,169976,1314,269855,40326
2018,DM,253090,2310,545675,61911
2018,DO,231580,2468,185960,72517
2018,DP,289666,2462,401466,65983
2018,DR,89637,1381,162061,30300
2018,DT,37506,452,131944,4008
2018,DU,111761,1420,169416,42709
2018,EA,232419,3085,463951,41801
2018,EB,45807,476,125978,5700
2018,EG,46693,605,62447,13481
2018,EN,202545,2812,429168,26289
2018,ES,251189,2646,204647,55733
2018,FH,113245,1093,181125,14583
2018,FO,190668,4097,227453,37264
2018,FP,139776,1132,103736,29894
2018,FV,546827,8251,683924,130320
2018,GE,99576,774,171810,16717
2018,GHP,164412,942,202870,30554
2018,GW,57017,477,97265,9772
2018,HB,44973,783,156811,6015
2018,HC,57664,1016,145360,16657
2018,HIL,116494,1057,298415,16987
2018,HP,200533,1525,302244,32396
2018,HS,35770,790,53901,10281
2018,HW,101360,680,55565,10942
2018,JD,154666,1672,269642,43864
2018,JO,78623,907,160471,18622
2018,JS,83508,1270,81754,23749
2018,KE,81014,1492,130416,29139
2018,LB,53829,908,130359,14458
2018,LE,162265,1511,344926,20752
2018,LO,206804,2111,349360,40048
2018,LS,327094,3555,322224,108743
2018,MA,122506,1195,242978,26001
2018,MAL,294944,3394,312335,83951
2018,MAS,216570,1873,201845,81688
2018,MCG,122591,1542,158704,30641
2018,MD,80819,912,104754,36451
2018,ME,14550,NA,5,NA
2018,MI,91352,1056,172926,15725
2018,MP,62333,837,153772,6809
2018,MRV,137412,1538,162654,34992
2018,MS,102939,1573,152677,30116
2018,ND,373362,4164,432317,104897
2018,NE,33315,512,66929,13858
2018,NT,55870,633,128546,15193
2018,OS,19171,1,68,NA
2018,OV,98891,734,133088,21743
2018,PA,230567,2249,374726,60571
2018,PE,55219,574,94768,5775
2018,PK,333245,2802,324230,103625
2018,PL,225922,2071,191193,62072
2018,PM,103023,1020,189682,23629
2018,PU,84874,1144,202041,10086
2018,PV,66616,666,157096,13400
2018,QS,68578,612,111106,13869
2018,RD,180916,1322,223472,45729
2018,RI,275100,3638,540718,71177
2018,RN,284820,2512,421173,68987
2018,RX,40274,466,66414,11519
2018,SA,223279,2048,178416,52512
2018,SB,15883,135,35882,631
2018,SC,191703,2686,172722,45256
2018,SJ,157596,2137,221964,51621
2018,SL,117556,2140,216375,24264
2018,SP,85974,925,173509,15469
2018,ST,55838,898,114108,14624
2018,SW,20826,124,40102,1443
2018,SWS,259975,1760,399144,64722
2018,TA,34784,497,104908,8594
2018,TH,194581,1753,152062,50333
2018,TOD,28888,204,47739,3450
2018,TRL,1594315,14975,394068,428446
2018,VV,42043,630,87550,9463
2018,WE,91230,1279,116159,26060
2018,WP,58068,573,71530,13555
2018,WS,373195,2387,312597,75752
2018,WY,62229,579,115280,16140
2018,YO,137585,1296,255993,22390
2018,YW,170623,3361,181002,93349
2019,AB,337559,7314,300374,105936
2019,ACD,229609,1352,219561,54592
2019,AD,100412,712,147747,10518
2019,AG,356784,3404,562590,110006
2019,AH,72816,842,213427,9414
2019,AN,97246,1274,201398,20898
2019,AP,56893,1000,86154,13549
2019,BB,77106,1597,151891,16706
2019,BC,107777,2389,79871,25777
2019,BD,48541,909,114383,13281
2019,BE,198067,1887,287323,26353
2019,BF,235589,3112,482673,66397
2019,BKONE,12221,114,34614,NA
2019,BL,363692,4130,372794,119884
2019,BR,205226,2858,409868,51475
2019,BRW,404356,2625,346131,47541
2019,BUR,85122,1130,123257,17393
2019,CC,67906,1074,155449,14182
2019,CE,134067,2120,270126,21971
2019,CED,355086,4849,374943,124808
2019,CH,202935,3798,270410,47505
2019,CL,1398539,14523,995148,227153
2019,CS,103210,1462,189401,21432
2019,DA,166953,1555,273555,36170
2019,DM,212850,2137,472171,46052
2019,DO,139493,1796,122726,43740
2019,DP,280295,2334,415115,61486
2019,DR,88804,1282,151755,29528
2019,DT,36185,560,138693,4311
2019,DU,109667,1442,169397,40379
2019,EA,225560,3621,441050,38638
2019,EB,45225,512,120847,5383
2019,EG,43655,731,64150,12828
2019,EN,171685,2582,397779,20341
2019,ES,261247,2799,202898,55205
2019,FH,107435,1091,172300,17319
2019,FO,196094,4769,230898,38890
2019,FP,157505,1204,98375,29562
2019,FV,514987,7751,638738,132363
2019,GE,100212,832,167483,16283
2019,GHP,153844,851,194589,28864
2019,GW,26595,342,47291,3327
2019,HB,47611,926,160861,6809
2019,HC,56329,1116,135525,15568
2019,HIL,110800,980,281722,15515
2019,HP,217479,1874,338769,33287
2019,HS,40175,685,51847,11207
2019,HW,94909,669,50965,10952
2019,JD,158197,1755,267037,41567
2019,JO,75303,896,154766,14749
2019,JS,89668,1781,93852,25099
2019,KE,75312,1568,122499,27027
2019,LB,55632,899,128543,13628
2019,LE,157656,1530,330924,21315
2019,LO,204120,2157,335761,36896
2019,LS,262069,3362,273328,91815
2019,MA,118568,1202,252545,23379
2019,MAL,275220,3332,291620,79554
2019,MAS,210369,1819,178398,79476
2019,MCG,120802,1680,152135,29609
2019,MD,77877,1027,89270,31430
2019,ME,10997,NA,2,NA
2019,MI,85449,1129,167353,12713
2019,MP,61718,776,155612,5368
2019,MRV,126402,1505,148594,32754
2019,MS,109795,1528,156566,29277
2019,ND,357327,4118,420227,92396
2019,NE,32994,555,62927,12233
2019,NT,53786,788,122517,13824
2019,OS,13582,NA,153,NA
2019,OV,99154,939,142126,19498
2019,PA,215656,2105,359576,49103
2019,PE,52157,548,97542,5480
2019,PK,181068,2068,204819,53495
2019,PL,98771,1102,101464,28959
2019,PM,104919,1176,194833,21569
2019,PU,82062,1076,200031,8556
2019,PV,73267,681,168874,13878
2019,QS,69777,722,103936,10704
2019,RD,180229,1466,225704,44200
2019,RI,298478,3800,556421,71343
2019,RN,291820,2536,426354,67083
2019,RX,39099,514,69288,10536
2019,SA,228261,2158,171106,53178
2019,SB,18103,132,32196,546
2019,SC,197245,2836,172072,43849
2019,SI,10366,254,14047,1473
2019,SJ,182887,2297,248646,58962
2019,SL,133158,2550,220519,27347
2019,SP,85425,1083,172880,14116
2019,ST,162606,1570,198868,36129
2019,SW,23836,133,41280,2707
2019,SWS,247041,1955,389780,58495
2019,TA,26401,545,103046,8422
2019,TH,183994,1948,138280,42950
2019,TOD,34029,244,55877,3749
2019,TRL,1507185,14461,375830,390307
2019,VV,42414,544,87183,9070
2019,WE,93178,1518,108961,26812
2019,WP,65661,784,60941,14657
2019,WS,362674,2341,290873,72288
2019,YO,134385,1349,251808,21130
2019,YW,134259,2773,134944,62065
2020,AB,83718,2072,126586,26076
2020,ACD,1607,25,12976,NA
2020,AD,20644,164,36256,1892
2020,AG,81923,1064,266625,25441
2020,AH,16702,194,64139,1811
2020,AN,47198,450,106555,5746
2020,AP,19491,408,38630,4251
2020,BB,35675,385,87211,4129
2020,BC,26946,494,22006,5912
2020,BD,20062,341,52748,3706
2020,BE,77328,813,144929,7102
2020,BF,94156,862,252244,18233
2020,BKONE,4714,48,13800,NA
2020,BL,131749,1344,201595,31570
2020,BR,83955,917,237555,14194
2020,BRW,84002,673,90230,10115
2020,BUR,15949,203,29631,2989
2020,CC,24853,504,83210,2888
2020,CE,52001,758,142566,4810
2020,CED,104056,1594,151216,35952
2020,CH,39487,1268,65935,8603
2020,CL,456052,3481,454082,62120
2020,CS,40324,544,107163,4090
2020,DA,71877,560,158261,9723
2020,DM,90920,805,250437,13816
2020,DO,60744,691,57064,11773
2020,DP,98871,782,196534,15121
2020,DR,39629,501,96246,7374
2020,DT,7552,122,35733,922
2020,DU,47531,496,109802,8753
2020,EA,87220,1151,225948,10679
2020,EB,15484,143,59378,852
2020,EG,16214,164,25521,3408
2020,EN,45962,700,140088,4497
2020,ES,68291,603,63514,12119
2020,FH,61033,442,108414,4598
2020,FO,65438,1874,118480,7407
2020,FP,41276,287,31643,6271
2020,FV,157316,2168,302231,32314
2020,GE,27205,242,54932,3739
2020,GHP,43959,299,85080,6205
2020,GW,22876,227,51998,2225
2020,HB,9187,172,43315,1232
2020,HC,21700,388,65639,4426
2020,HIL,38782,330,155417,3582
2020,HP,89789,625,159632,7341
2020,HS,12252,192,22677,3415
2020,HW,21521,116,14847,2229
2020,JD,58094,572,136480,11692
2020,JO,32163,339,85172,3568
2020,JS,38069,617,46122,7509
2020,KE,28212,507,60245,7709
2020,LB,25011,354,79922,2755
2020,LE,64348,625,192613,5065
2020,LO,81105,891,177203,8879
2020,LS,97500,1285,148317,26622
2020,MA,55649,462,136340,7986
2020,MAL,90922,1042,124229,20033
2020,MAS,67788,670,75572,19854
2020,MCG,39622,538,77049,7509
2020,MD,33095,358,39678,8491
2020,ME,3060,NA,15,NA
2020,MI,34626,483,96529,3871
2020,MP,12178,147,39179,1040
2020,MRV,26320,331,36625,5973
2020,MS,45944,633,100102,6127
2020,ND,85226,1539,218795,26221
2020,NE,18821,210,40990,3650
2020,NT,19076,254,50501,3370
2020,OS,6169,1,8,NA
2020,OV,26462,341,79771,4420
2020,PA,74252,824,174872,11283
2020,PE,10486,113,26668,1099
2020,PK,116458,1201,158296,24647
2020,PL,78685,965,107691,15114
2020,PM,54360,604,147392,5166
2020,PU,17303,195,49387,1732
2020,PV,27866,248,88899,3843
2020,QS,13608,168,26002,2064
2020,RD,41601,517,123931,10683
2020,RI,110394,1230,260967,20928
2020,RN,101566,886,238495,16323
2020,RX,9438,108,19791,2595
2020,SA,66395,628,67177,12650
2020,SB,3771,27,7357,144
2020,SC,70414,995,75354,12080
2020,SI,7623,186,15409,1390
2020,SJ,29787,378,52790,9389
2020,SL,50946,980,120344,7287
2020,SP,17355,187,52033,2867
2020,ST,40686,315,101547,7465
2020,SW,5164,16,12110,607
2020,SWS,94272,561,211230,14360
2020,TA,23725,212,72986,2360
2020,TH,49448,525,66087,11491
2020,TOD,7135,45,13900,754
2020,TRL,409542,4261,201399,113637
2020,VV,11850,207,33155,1886
2020,WE,44916,445,51331,7825
2020,WP,21041,252,28476,3980
2020,WS,71640,503,78857,13434
2020,YO,30268,278,70318,4700
2020,YW,31075,396,26964,8832
2021,AB,58083,1953,155096,14154
2021,ACD,12600,154,28134,NA
2021,AD,19752,363,48728,504
2021,AG,81572,1194,326570,10508
2021,AH,14409,233,105018,1044
2021,AN,46034,462,149040,3349
2021,AP,10868,328,41849,1588
2021,BB,27562,393,111742,1970
2021,BC,17520,284,19013,2747
2021,BD,15747,450,63449,1597
2021,BE,61687,873,183234,3402
2021,BF,61848,939,293635,8645
2021,BKONE,2798,61,21312,NA
2021,BL,85695,1356,259208,15125
2021,BR,70833,1031,323591,6654
2021,BRW,60079,1199,116119,4211
2021,BUR,7251,217,20539,711
2021,CC,20072,494,99385,1223
2021,CE,46021,819,193796,2658
2021,CED,74951,1518,163107,15494
2021,CL,309869,3894,557517,29480
2021,CS,29450,625,156730,1019
2021,DA,49549,589,209279,4674
2021,DM,72314,940,322966,5654
2021,DO,51164,801,88205,9331
2021,DP,81154,1186,236812,6770
2021,DR,27348,550,118588,3048
2021,DT,2365,51,26454,NA
2021,DU,36152,501,150961,3707
2021,EA,67386,1166,316632,4215
2021,EB,13247,209,79901,341
2021,EG,10334,249,33233,1548
2021,EN,46617,1224,228315,2518
2021,ES,53252,896,83269,4067
2021,FH,38232,500,145741,1936
2021,FO,62604,2709,164671,3854
2021,FP,33758,536,48842,2479
2021,FV,119530,2589,327664,15276
2021,GE,31974,311,108116,1867
2021,GHP,27577,404,148829,2695
2021,GW,15310,239,68108,758
2021,HB,8097,210,35186,449
2021,HC,20156,496,94402,1542
2021,HIL,31305,499,203559,1284
2021,HP,69732,629,200351,3409
2021,HS,11305,204,24270,982
2021,HW,12224,254,17228,909
2021,JD,43854,540,190050,5875
2021,JO,29392,372,115065,1385
2021,JS,25861,564,52713,3224
2021,KE,29577,726,81130,5727
2021,LB,19250,387,111236,915
2021,LE,61845,851,275747,2526
2021,LO,64678,842,240346,3700
2021,LS,75630,1927,198145,14526
2021,MA,50037,521,190319,4891
2021,MAL,57937,1097,154004,7303
2021,MAS,42003,727,98129,7608
2021,MCG,27536,608,99043,2602
2021,MD,30326,323,49966,3898
2021,ME,1,NA,164,NA
2021,MI,28681,527,133806,1652
2021,MRV,24654,449,38201,2661
2021,MS,42315,663,155286,2324
2021,ND,5612,1765,273570,14308
2021,NE,13698,175,45142,1480
2021,NT,16522,260,63807,1608
2021,OS,8700,NA,82,NA
2021,OV,5031,431,116773,1934
2021,PA,51921,746,234282,3053
2021,PE,8267,136,22187,274
2021,PK,82433,1225,188589,13675
2021,PL,62707,1001,147856,5033
2021,PM,50269,556,204010,1523
2021,PU,10688,245,45739,469
2021,PV,20003,245,101720,1565
2021,QS,9916,190,19390,529
2021,RD,5710,584,156177,4799
2021,RI,86957,1232,317534,9403
2021,RN,92865,995,309451,8291
2021,RX,11666,173,25604,1166
2021,SA,43987,663,73687,6778
2021,SB,787,24,2586,NA
2021,SC,45783,1214,93231,5578
2021,SI,9327,254,20242,709
2021,SJ,11312,350,23406,1922
2021,SL,47209,1068,161940,4073
2021,SP,9654,267,33199,705
2021,ST,30057,418,133286,2207
2021,SWS,73913,648,294167,5318
2021,TA,16047,245,89976,926
2021,TH,16877,580,69257,5107
2021,TOD,1296,50,6238,157
2021,TRL,244641,3815,238759,49391
2021,VV,10639,226,49993,938
2021,WE,28589,488,59795,4390
2021,WP,12922,190,38902,1409
2021,WS,51362,754,81545,5878
2021,YO,25840,464,65723,1929
2021,YW,25317,415,22279,3571
2022,AB,191320,5093,209792,44967
2022,ACD,59881,1577,84732,14030
2022,AD,47658,711,91028,2587
2022,AG,137685,2959,394133,35212
2022,AH,18416,398,69713,1852
2022,AN,43257,905,131914,6485
2022,AP,28006,1019,53317,5981
2022,BB,54070,933,134769,6340
2022,BC,43995,994,33959,9480
2022,BD,29668,942,69628,5019
2022,BE,122734,1587,215838,9254
2022,BF,142752,2125,368807,21799
2022,BKONE,9356,114,27794,NA
2022,BL,202438,2694,289981,48813
2022,BR,133221,2116,345454,20232
2022,BRW,199345,2632,203836,17132
2022,BUR,34835,835,64432,4884
2022,CC,44702,1154,116600,6156
2022,CE,95026,1848,217757,9196
2022,CED,187054,3543,237252,43222
2022,CH,58226,1938,68917,11020
2022,CL,827795,9855,732038,87439
2022,CS,54432,1044,128467,6025
2022,DA,92387,1296,225709,15464
2022,DM,146812,1982,401716,17395
2022,DO,116686,1978,119424,31542
2022,DP,165101,1792,288495,22943
2022,DR,43606,1149,94405,8493
2022,DT,13947,367,57890,1010
2022,DU,71848,1010,154485,10777
2022,EA,137873,2771,359551,14964
2022,EB,21786,514,76420,1137
2022,EG,18450,584,34926,3613
2022,EN,100183,2031,279998,8193
2022,ES,137717,1928,136581,18279
2022,FH,72570,889,143551,6495
2022,FO,122233,4509,180341,14731
2022,FP,93145,1221,66808,9928
2022,FV,295488,5675,447214,46018
2022,GE,42256,509,99785,3697
2022,GHP,41524,819,118150,6531
2022,GW,27047,430,63224,2700
2022,HB,23300,651,83126,2728
2022,HC,33550,811,87911,3568
2022,HIL,50693,771,181066,3144
2022,HP,106896,1167,200102,9156
2022,HS,20197,481,33951,3551
2022,HW,29417,574,29362,2807
2022,JD,87567,1404,200464,17688
2022,JO,41781,748,108010,3350
2022,JS,55649,1398,70105,10134
2022,KE,75654,1859,110971,17130
2022,LB,30760,736,90655,4649
2022,LE,107068,1432,282606,6381
2022,LO,68641,1204,162948,7941
2022,LS,169226,3242,237732,53604
2022,MA,88269,1040,225908,11288
2022,MAL,134121,2799,210714,23708
2022,MAS,105100,1424,138093,24408
2022,MCG,51954,1434,101179,7915
2022,MD,72801,866,73517,12200
2022,ME,6998,NA,11,NA
2022,MI,55676,935,161819,5121
2022,MRV,79733,1340,55037,9766
2022,MS,80008,1557,143361,11739
2022,ND,234291,3819,380855,40022
2022,NE,22338,380,46726,4798
2022,NT,29806,698,78132,5557
2022,OS,15630,NA,44,NA
2022,OV,51839,691,110991,5348
2022,PA,125371,1515,268749,14645
2022,PE,24922,442,60143,1690
2022,PK,189577,2718,279390,43158
2022,PL,134804,1873,177165,26672
2022,PM,81764,879,184670,6610
2022,PU,39945,838,109801,2287
2022,PV,33177,582,100288,3536
2022,QS,39625,620,73086,4032
2022,RD,91701,976,171092,16743
2022,RI,179693,3175,398376,25414
2022,RN,175890,2074,362744,28534
2022,RX,20128,365,35307,3016
2022,SA,90084,1257,102407,17522
2022,SB,6869,81,5519,NA
2022,SC,115726,2536,134117,21266
2022,SI,20273,450,44750,2182
2022,SJ,71045,1864,81061,14698
2022,SL,68345,1880,146566,9443
2022,SP,37150,747,72202,5208
2022,ST,68224,1097,132901,8960
2022,SW,7707,157,16345,540
2022,SWS,162852,1488,338947,16305
2022,TA,23011,408,78732,2401
2022,TH,77271,1589,91727,16651
2022,TOD,14260,183,20919,1220
2022,TRL,745217,9448,239509,136640
2022,VV,19859,444,49054,2572
2022,WE,73630,1080,78666,14837
2022,WP,28304,413,35084,4115
2022,WS,163061,1788,176330,21028
2022,WY,37001,1035,47953,3836
2022,YO,75390,1081,142124,8755
2022,YW,69116,1116,43695,16088
